Player,Position,TI,Dead,Def 3rd,90s,90s_stats_possession,MP_stats_playing_time,onGA,Starts,onxGA,Tkl+Int,Unnamed: 0,CrsPA,Att,Pass,onxG,Cmp,Carries,onG,Blocks_stats_defense,PKcon,Int_stats_misc,xG+/-90,PrgDist,G/Sh,TotDist,+/-90,PrgP,Off,Sh/90,Fld_stats_misc,Mn/MP,Mid 3rd,G/SoT,Att 3rd_stats_possession,npxG/Sh,1/3_stats_possession,Crs,PrgC,Def 3rd_stats_possession,+/-,PPA,PassLive,Tkl%,xG+/-,1/3,SCA,Att 3rd,SoT/90,xA,A-xAG,GCA90,PrgR,GCA,FK_stats_passing_types,KP,Ast,xAG,Won%,SCA90,Tkld,npxG+xAG,Succ,Sh_stats_defense,Gls,G+A,Sw,TB,npxG,xG,CPA,PassDead,G-xG,CK,FK,In,OG,Out,PKwon,Str,PK,SoT%,Cmp%,Succ%,Tkld%,Total Score
Lorenz Assignon,Right-Back,8758.106363774516,7126.35766388533,2356.927873450498,6028.567803092163,5880.633126015828,5854.77189359614,2273.9183466513286,5520.019736350148,3148.0977765451207,3751.5223120327846,-757.7309988642575,7015.467459617652,3944.2770017669864,2324.6523193047638,3552.2687124596578,3304.6491717410477,3538.3144872173434,3151.9286074142083,871.4609089770797,6097.010424460419,3226.058531271887,735.5085113951767,1991.88826162383,2232.5730323858184,1993.477098072919,931.5724644876224,3016.0445999799017,5446.064859111797,1064.07927898855,3044.168422302956,1055.4161280754267,3251.104617956245,2485.0026302761216,4427.787157661717,477.9772384280563,7025.214505188796,1872.3578908720222,5572.577028890654,273.546221634049,693.5056475851952,1926.0638231811452,2440.9454031887276,-1808.934730124485,339.1152980471149,257.90356429426913,2077.387135575071,-733.4722992036675,147.71936767717276,2154.3536297895084,1081.9461820066947,1517.341886390294,2904.5354925309575,2668.792894749347,-81.99473578292735,1062.0910759313876,1753.5039296117698,1310.701726078643,460.1536716913597,566.4192268697658,2100.459097954767,956.014855648281,681.374243375279,-179.13005612493993,479.6016526870897,783.473284667228,108.1226936224519,373.6210610449446,298.93849785117976,251.570417937702,851.833589190827,180.681790674634,93.6023071235343,-29.802469939880375,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,161434.76997560507
Lorenzo De Silvestri,Right-Back,-2793.6429427043954,-2890.531957366721,-6212.359382178532,-4660.7322370822885,-4546.362797946448,-4515.504134319124,-7347.0589618069835,-3145.6550826324124,-5856.19519829858,-5585.83605440349,-738.5961246944851,-1685.5343896483976,-3873.112613495413,-3621.8913367739397,-3661.6921426326353,-3398.762025534961,-3677.2420650572044,-3292.211627124475,-3463.149341403707,-2103.897963370144,-2854.637318789926,2019.1808770591672,-1766.2567953094676,3694.1718299374597,-2387.7289539081507,2674.829069457397,-1990.9205662264408,-1737.6256663740683,680.3195692324829,-1992.6365038247284,-1503.1043320352774,-3819.4490957101493,2485.0026302761216,-2189.3422474025783,477.9772384280563,-2504.2078473836054,-1761.5136419756884,-2407.1335096553444,-1497.549654030473,1013.8432018506662,-1450.6865205703982,-1502.7654887725475,-1427.4724907436103,574.7074796470072,-810.8447366569325,-1110.2484771571128,-216.5231879568022,474.8428369680719,-1119.1284991280672,-294.6242848406321,-442.1733286235408,-935.2161467556302,-657.4024912025308,-154.16521750891414,-661.112850001652,-722.7936715405262,-620.3625886194451,-162.33147077306037,-302.1892516283723,-507.64441679059775,-354.4252585881818,-510.29184299044977,-297.9281141800216,94.71125074072778,-177.01065224830828,-81.34000804624819,-234.57458662196805,-40.02799819088605,-40.80181054156449,-206.9530628836716,-22.918339230115826,93.6023071235343,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,-106424.9337939213
Loïc Nego,Right-Back,881.9136548116212,150.30953479907973,5784.642775702109,6112.735519943933,5962.735456125768,4990.582224603201,11436.753878516387,5520.019736350148,8198.124524341058,4360.480466365586,-681.191502185168,7015.467459617652,2359.6709986732567,342.4711006118626,4170.608214324711,1586.493292050886,1914.3957271926774,2473.5980564101365,-862.3831911752347,-2103.897963370144,3631.438254609341,-1746.089849032185,2100.3956578597595,-2517.6230596570153,1261.5887960633045,-3101.560705013352,1698.422187820338,4009.326754014624,-1084.9750956454243,3988.569345951897,1459.3930428297483,755.615071956341,-2647.301677495712,572.1369531360647,-745.3882897429163,1710.7289624080338,2030.3523053436616,2730.488343929065,1097.5977748946252,-2830.207449334987,1550.8693405420847,715.5718879556698,1023.1334107335198,-1192.2338823521848,792.2777147698698,722.6420001638929,300.42592329006305,-670.0893055500749,81.14828147504369,-432.28133152536486,15.046888213020729,1347.8794225499084,589.9207785294234,-226.33569923490094,-86.7115413573054,-722.7936715405262,-555.9937781295088,273.80461630392176,-151.51227066440964,106.02699844360578,-321.66425573227025,242.33936945106308,-297.9281141800216,-290.17915120563407,-369.1074396314155,-81.34000804624819,-31.842704066330512,-40.02799819088605,-40.80181054156449,-55.69782687302896,-22.918339230115826,-149.63761318138359,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,83846.33639904269
Lucas Vázquez,Right-Back,1827.0567798871684,3727.770113817669,5784.642775702109,4429.381182908584,4320.688853926984,4990.582224603201,2732.0601232445815,4075.740599853055,2195.2625411119247,3142.5641576999847,-470.7078863176722,-3860.7848519649096,7136.964652444723,342.4711006118626,8498.984727380088,7652.104200654031,6869.859159845267,7221.91191343864,-862.3831911752347,-2103.897963370144,793.7801912471618,4968.80658849827,1623.307582346229,405.57453544626685,4994.278687842201,3210.041891245176,2928.2031058359307,4009.326754014624,450.06374337884336,4303.369653834877,516.7802417363312,755.615071956341,740.0191656336983,4705.67185708699,477.9772384280563,-1771.1753587241897,1398.3746474571033,653.5773818417507,1331.2840362670274,2455.362196045286,2113.661064500675,2933.909264683887,-710.7858591795446,2695.037114046037,597.9598418696514,2157.0780258933755,817.3750345369284,-97.62323429100151,2481.701842681266,-156.96723815589942,798.8529742185546,2956.4240281969924,1421.4696250173927,1000.5624901068747,1445.0252816942852,1753.5039296117698,1890.0210204880698,-907.7276923228117,832.3197815120528,259.44485225215664,1152.5808727837502,493.2164402649007,-297.9281141800216,94.71125074072778,591.3764972841207,392.31674612550205,-31.842704066330512,197.24854903856,163.85874939392204,498.904705165994,27.98169324607163,-76.66563708990822,164.93314285149583,-33.013399927648365,44.487718287680934,-20.91747426135365,76.50410429736793,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,134302.18133268063
Luis Pérez,Right-Back,9808.265391636234,9004.52446787009,3499.4995075343686,9984.450495125227,9739.442641182968,6718.961562589078,16934.45519763542,8408.578009344335,11437.764324813925,3954.5083634770517,-413.3032638083551,24417.47115814975,4249.460380140594,3646.1064651000315,1779.6954737798374,3161.469515100201,1596.3085473940314,-578.8894231081874,4339.149109281709,6097.010424460419,4847.577424621704,-4168.878890681419,3509.269469304048,-2517.6230596570153,3030.8647482769456,-5647.351458567808,2137.6296585401924,2572.588648917451,-3771.2930639378915,3673.769038068917,2671.3237870927132,-76.21477671029366,-2647.301677495712,1509.9978136963587,-1662.9124358711458,427.92210725405675,4795.254558597355,1309.444001448271,2229.131251013625,-6193.751769122433,3426.841753737386,2317.704437814938,167.73323757640776,-3312.5635167512146,452.2214371944876,1599.2417936652434,817.3750345369284,-1078.9936421636985,1172.3089911142356,-2359.479985111622,-703.4420239587187,1347.8794225499084,-241.6280679585461,784.0510449289143,1062.0910759313876,-722.7936715405262,345.16956872959906,-733.2732574920186,-45.15204880749468,-200.80870917349597,-26.81523002906612,-71.25696906623392,533.6582922055502,-290.17915120563407,-369.1074396314155,297.585395291152,170.88917848930703,-209.51124621191892,-186.9879247811977,-55.69782687302896,180.681790674634,-28.01765302892464,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,147692.00703239202
Lukas Kübler,Right-Back,3822.3589328244348,2743.9684545875575,-499.5012117591787,3335.200863835609,3253.3585624977745,2398.0132176243856,4106.48545302434,4075.740599853055,1766.4866851669856,7405.271238029588,-346.3312042141519,-1685.5343896483976,2042.7497980545108,2985.3793922023974,1738.4728403221663,1495.37896509762,123.06266201082909,2473.5980564101365,4772.610134319788,-2103.897963370144,12549.792168033333,290.6123576661949,660.5197332052054,9540.567020144023,1420.5913807960685,-271.02194705674316,1434.8977053884253,4009.326754014624,1678.0948145982563,1784.967190771035,1055.4161280754267,2835.1896936229273,3100.879147208742,-87.83920799895702,2618.8669127272583,-488.36850357021257,-655.5527406742113,-330.22254756802994,679.4223598071686,-267.507015211218,50.091409985843285,-270.355835034649,-468.0371613917156,86.69510347580182,1229.4929287953614,-393.0304642923714,-216.5231879568022,2682.9262546816403,-464.43207334455235,-569.9383782100974,-115.58745945456819,-364.44225442924557,174.14635528543863,-154.16521750891414,-373.9121956794787,-722.7936715405262,-491.6249676395725,602.889118371099,-568.0898062706596,-277.5176360777714,333.5558013859611,-573.0111106939092,771.2544083157137,1634.2728585261752,591.3764972841207,13.39134278810186,-234.57458662196805,604.0083442890389,514.7054235690417,-55.69782687302896,-73.81837170630328,604.4061397638618,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,88805.07149188971
Lutsharel Geertruida,Right-Back,-1113.388498125645,-654.6190954801029,2356.927873450498,473.498490875519,461.87933875984174,-194.5557893544307,-474.93231290818903,465.0427586103212,861.2932115054501,97.77338603598156,-298.49401878972105,-2773.159620806654,2277.5062429572854,-2300.4371909786723,666.6843704227409,2823.0448721309267,1596.3085473940314,777.7716788999564,-1729.305241251392,6097.010424460419,388.4004679097076,-80.1163732497335,2865.114450379642,2232.5730323858184,2336.49391008068,913.9218615784588,1786.263681964309,-300.8875612768952,-470.9595600357169,-2307.436811707709,382.1212701515572,-492.129701043611,7617.306938047955,-1963.5609291195449,1701.3427665990291,-1404.659114394482,-2077.502470918968,-986.0891671745504,617.9259752354837,533.3368704524597,-137.5058313336869,-270.355835034649,-988.2129423656345,-47.929000295565196,1472.3902699206344,-393.0304642923714,-1767.3705216973979,-833.6510401955244,-27.96778948887537,-982.9095182642955,-768.7591977925132,-701.7177362584728,-657.4024912025308,495.36911802496707,-373.9121956794787,-722.7936715405262,-298.5185361697637,761.4840591263653,-311.0526034497819,-277.5176360777714,-26.81523002906612,-259.41477217661213,-60.33199806985822,94.71125074072778,-177.01065224830828,13.39134278810186,-31.842704066330512,129.45524983014684,105.38430369806876,-156.53465088012405,-73.81837170630328,-28.01765302892464,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,13243.010733706735
Mads Roerslev,Right-Back,-2268.563428773536,-3248.2780152685805,2928.2136904924328,-5502.409405599962,-5367.38609904584,4126.392555610263,1357.6347934648227,-979.2363778867723,2290.5460646552438,-1729.1010769624202,-250.65683336529017,-597.9091584901412,-609.9980293468439,-2961.164263876306,2274.36707527188,-535.1688927180253,-77.83450417778944,1456.1022299040285,-862.3831911752347,-2103.897963370144,-2449.257595452472,129.32989427607106,890.5094841687669,-1604.1238111872394,1407.188316475025,379.360744900924,732.1657522366579,-300.8875612768952,-3118.9015573525785,210.9656513561336,5768.480133542514,-2571.704322710197,-1364.2256005527533,-539.4018445650245,-745.3882897429163,-121.85225924050486,213.41653891980633,-330.22254756802994,371.94043694874466,212.9993161869886,-137.5058313336869,222.60802646051044,-641.4290883830218,120.35112941864354,-33.57324505605858,5.423987299151588,-733.4722992036675,-751.8701728727997,2362.401605094048,-2120.874437524752,1615.3176471409859,387.9415127282615,589.9207785294234,-803.6995530427953,296.2226644055923,515.3551290356219,2327.7289318196354,182.61252536964378,56.77649713871539,182.73592534788122,1056.0451177016637,-8.537701362774525,296.06217609538686,-290.17915120563407,15.086135134798983,-176.07135888059824,-234.57458662196805,-133.1307957704401,-121.10671596386968,-156.53465088012405,-124.71840418249073,-82.82771507096614,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,-11969.946650680846
Malo Gusto,Right-Back,1301.9772659563089,2743.9684545875575,5213.356958660174,4345.213466056816,4238.586523817044,5854.77189359614,1357.6347934648227,3353.6010316045085,2671.6801588285225,4157.494414921319,-154.98246251642843,-1685.5343896483976,6280.103628549595,5628.2876837929325,7427.19625748066,6636.830271746209,5949.080481480766,5526.08553592846,5206.071159357865,-2103.897963370144,3226.058531271887,3903.3395376049657,1842.0447144408802,-2517.6230596570153,4880.535265804905,2818.2958397421767,4245.825517995495,-300.8875612768952,3673.6453053298046,1470.1668828880547,112.80332698200944,2003.3598449562928,-2647.301677495712,3125.2026291057537,-133.70552565743006,2443.761451067449,924.3914040421845,1965.3106210547915,1159.0941594663097,2135.024641779815,237.68865130537347,3303.6321608052567,-606.7507029847609,2089.228647074886,2686.876975547,1758.6235743018526,-733.4722992036675,-97.62323429100151,299.3804234028823,-19.310191471166743,145.68123588060962,595.4956553924013,589.9207785294234,1577.926343914769,487.6897672870411,-103.71927125245216,-105.4121046999548,-578.6431902556342,610.7359859768135,29.318071539330344,268.0337956741381,-322.13403988007155,414.86023415046856,-290.17915120563407,-177.01065224830828,13.39134278810186,170.88917848930703,332.83514745538633,280.8076407856287,145.97582114116122,-124.71840418249073,-417.20152551679325,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,120577.59289724039
Manolis Saliakas,Right-Back,10858.424419497953,9183.397496821019,643.0704223246919,5018.555200870956,4895.405164696558,4126.392555610263,441.3512402783168,4075.740599853055,3195.7395383167795,1721.6617975901165,-107.14527709199757,7015.467459617652,4261.198202385732,8931.9230482811,1985.8086410681883,2744.946877599556,1797.20571358265,-578.8894231081874,6506.454234472102,-2103.897963370144,1199.159914584616,-412.57918271474506,4487.558375050204,-1056.0242621053742,3173.7884199468463,-401.0984854482769,2576.8371292600473,1135.8505438202778,5669.195796061352,210.9656513561336,1190.0750996602007,2003.3598449562928,-594.3799543869783,2447.858674256652,-1357.0710538284025,2627.019573232303,2741.32717046604,107.02186550298363,1097.5977748946252,-427.6757923439535,2301.2583058202054,2071.222507067358,-340.8830815980907,-334.00522080972013,1083.7545241201976,2077.387135575071,-216.5231879568022,638.4045716135214,1499.6572040059934,-1808.8517983726915,406.9499312157876,387.9415127282615,1005.695201773408,-298.5061809608877,1157.824627372112,-103.71927125245216,731.3824316692167,412.57518946477967,699.3695041909093,-354.22656298204686,530.1218185214306,-384.853307583531,177.2641180403052,94.71125074072778,15.086135134798983,960.7048511316024,170.88917848930703,163.35189943435338,134.62152654599538,-106.11623887657652,384.2819205793838,-52.341645059416436,60.07550519460096,-33.013399927648365,68.97519434804711,-20.91747426135365,9.659255620344716,197.90278238238005,-5.023319509114325,-2.5146595190717593,,,,,114411.16978562789
Marcus Coco,Right-Back,-3318.722456635255,-3516.587558694975,-1070.787028801114,-3145.713333750476,-3068.5208559675425,-1058.7454583473693,-474.93231290818903,-3145.6550826324124,-1187.3025446759211,-1526.1150255181533,122.47321294527062,489.71607266811503,-3074.9407008259786,-318.2559722857711,-2342.567871987187,-2734.9290720183076,-2605.790512051239,-2613.881076120403,4.538858900922438,-2103.897963370144,-1638.4981487775635,-1963.8972616454578,-1747.31105945875,-2517.6230596570153,-2012.554315774662,-2651.5488875231567,-1815.237577938499,1135.8505438202778,-3234.029470279398,1470.1668828880547,-1907.081246789599,-492.129701043611,-81.1495236097951,-1807.2507856928291,-1662.9124358711458,-1587.9172365593358,-576.5555334383915,-1532.6446835133172,-907.1843621422989,-1068.3509008748956,-512.7003139727473,-516.8377657822286,-803.2615535749076,-535.9413764667706,-762.2652684318778,-552.4122449289806,-216.5231879568022,-1406.1171114545975,-246.1999314167137,-156.96723815589925,-572.8076762911297,-442.275057928298,-657.4024912025308,-298.5061809608877,-182.44509279802986,-103.71927125245216,-41.043294210018615,281.73436334168514,70.07152487082966,-200.80870917349597,-223.3812471645355,-384.853307583531,58.466059985223474,-290.17915120563407,-177.01065224830828,-270.80270971494826,-234.57458662196805,-209.51124621191897,-186.98792478119776,-156.53465088012405,27.98169324607163,-28.01765302892462,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,-73382.39948066312
Marius Wolf,Right-Back,8968.138169346857,12671.421561364143,-3927.2161140107905,5186.89063457449,5059.609824916435,6718.961562589078,2273.9183466513286,6242.159304598696,2195.2625411119247,-105.2126654082853,256.41733213367706,5927.842228459396,2958.299933175332,4967.560610895299,-611.2172667650372,1078.856327596975,1060.5827708910488,-239.7241476061514,3472.227059205551,-2103.897963370144,2415.2990845969784,-1553.1176644153584,2882.337846607568,770.974234834177,1125.8113079768991,-972.9200997635327,3103.886094123873,14066.493489694836,-547.7115019869303,-103.83465652684669,112.80332698200944,339.7001476230236,2485.0026302761216,3854.6499650970936,-745.3882897429163,-488.36850357021257,5111.243387540633,544.2662785739973,-132.32991653907058,-908.1821237421601,1363.2720992225545,3303.6321608052567,-2144.159122307677,-1007.1257396665551,938.0161194450338,3511.8231613045546,-216.5231879568022,-588.30843822735,2372.585771717347,668.9750419524967,733.53580038476,517.6628518933489,1421.4696250173927,1722.2673073667427,2593.8278989829782,1134.429529323696,860.1200526490893,166.75303129411694,1461.6177608321323,566.2805598692585,431.8388099536958,555.9357079683601,58.466059985223474,94.71125074072778,399.27970990101346,-81.34000804624819,373.6210610449446,-6.131348586679484,-11.56458769363785,196.39423314470878,587.8820504841336,69.27831509304251,434.5670682549398,93.0977877959684,191.4125746498779,-20.91747426135365,183.45586218060507,-9.786401326601212,82.19977378550715,-2.5146595190717593,,,,,116411.53315744153
Marnon Busch,Right-Back,-168.2453730500979,150.30953479907973,-2784.6444799269198,-1799.0298641221987,-1754.8835742085157,-1058.7454583473693,-474.93231290818903,-2423.515514383866,-1139.6607829042607,-2947.0173856280217,275.5522063034494,4840.21699730114,-375.2415844440691,-318.2559722857711,-2342.567871987187,-951.6915302186703,-412.6631144921536,-2274.715800618367,871.4609089770797,6097.010424460419,-827.738702102655,-1679.2021994027614,1127.2737709819808,-2517.6230596570153,801.8509855251251,-1916.1075796555492,-321.93217749099324,1135.8505438202778,2445.614234110391,-2307.436811707709,-964.4684456961817,-1739.874474043563,-2647.301677495712,-1112.5390371296485,-1662.9124358711458,244.66398508920287,529.4053678630855,-767.4669606390436,482.63392917777725,-908.1821237421601,425.2858926249036,-147.1148696608591,1277.4415703207676,-552.7693894381915,160.74462784415988,-74.266903019153,-1767.3705216973979,-15.842366968276671,408.4964943668013,-19.310191471166743,-703.4420239587187,-468.21932576131553,-657.4024912025308,423.19863629898026,9.022010083419014,-103.71927125245216,-105.4121046999548,-182.15583836746865,291.65532040606894,-430.9354898863223,-190.62024430862397,-384.853307583531,296.06217609538686,-290.17915120563407,-177.01065224830828,771.2421494629021,-31.842704066330512,-141.71794700350577,-128.51347908534441,-156.53465088012405,78.88172572225908,-76.66563708990822,-29.802469939880375,93.0977877959684,-28.974709893417554,-20.91747426135365,-3.7097141150599273,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,-24268.25233414879
Marvin Senaya,Right-Back,-8359.485790371506,-8256.722825894605,-6783.645199220467,-9710.79524818833,-9472.5026045428,-7972.262810290879,-6888.917185213731,-9644.911196869332,-6761.388671960117,-5991.808157292025,419.06376257674196,-4948.410083123166,-7007.111152947456,-4943.345482569207,-6835.8349188732445,-6184.257163820526,-6238.68093396209,-6005.533831140763,-4330.071391479863,6097.010424460419,-2854.637318789926,-7844.475095731645,-4804.463889915489,-2517.6230596570153,-4670.339093536184,-5864.313097892682,-4362.640908113655,-300.8875612768952,-1622.2386893039175,-2622.237119590689,-5812.191422748042,-3403.5341713768325,-81.1495236097951,-3596.1335382430198,-2274.5951999566323,-3053.982213878167,-2709.480128805526,-2735.0668194586046,-2235.5062688906905,-427.6757923439535,-2201.075485848519,-2365.452246389076,-988.2129423656345,-401.3172726954035,-1879.593037608134,-1907.1573803401589,-1250.4214104505327,-1406.1171114545975,-1446.4767120198248,-19.310191471166743,-1225.9794146290744,-1402.212967749945,-1073.1769144465156,-659.3585895908218,-948.3135043238252,-722.7936715405262,-749.1002095993176,16.087837576614138,-594.6798617348883,-661.0622705991485,-616.5132814354743,-573.0111106939092,-297.9281141800216,-290.17915120563407,-369.1074396314155,-270.80270971494826,-234.57458662196805,-243.4078958161255,-216.22514762912436,-206.9530628836716,-124.71840418249073,-3.6936609984328563,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,-209107.71007686597
Mateu Morey,Right-Back,-7624.374470868303,-7988.413282468212,-6783.645199220467,-8279.944061708286,-8076.762992673834,-9700.642148276756,-5056.350078840718,-7478.492492123693,-6713.746910188456,-5382.850002959223,476.4683850860591,-4948.410083123166,-6032.87190660094,-3621.8913367739397,-6464.831217754212,-5351.211888819234,-5150.487950440407,-4988.038004634655,-4330.071391479863,-2103.897963370144,-2043.8778721150177,-3492.6134264278508,-4520.277852154722,-2517.6230596570153,-4172.488303886031,-4266.2299119395575,-4011.2749315377723,-3174.3637714712413,-2850.2697605233316,-2307.436811707709,-2445.7171331286945,-2987.6192470435144,-81.1495236097951,-2640.9048839686457,-1357.0710538284025,-1954.4334808890437,-1682.5164347398688,-1423.333580245564,-2370.7983149483966,-587.844569476689,-2013.4782445289889,-1872.4883848939169,-1427.4724907436103,-283.5211818954574,-1782.4341011580248,-1508.7029287486357,-1250.4214104505327,-1406.1171114545975,-1228.2445700919866,-19.310191471166743,341.6327573819931,-987.1046824216653,-657.4024912025308,-948.0405164947689,-852.5799528831008,-722.7936715405262,-749.1002095993176,297.5938574172117,25.754765763781762,-507.64441679059775,-616.5132814354743,-133.97623676969334,-535.524230290185,-290.17915120563407,-369.1074396314155,-270.80270971494826,-234.57458662196805,-243.4078958161255,-216.22514762912436,-5.279414869481413,-124.71840418249073,-3.6936609984328563,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,-187246.2770362587
Matt Doherty,Right-Back,-4263.865581710802,-1459.5477257592856,3499.4995075343686,4681.884333463888,4566.995844256802,4126.392555610263,6397.1943359906045,4075.740599853055,3529.231870718399,2330.619951922917,610.4125042744655,-4948.410083123166,4132.082157689206,-1639.7101180810384,1697.250206864497,3968.4821252577012,4007.0745416574537,777.7716788999564,3038.7660341674728,-2103.897963370144,2820.678807934433,-816.6411256896748,3624.6662240311475,4790.370928101191,4039.6676641469926,-2208.896906767344,1610.5806936763672,2572.588648917451,-777.9673278405706,-733.4352722928073,1055.4161280754267,755.615071956341,4229.986094918546,-817.2865439902968,477.9772384280563,244.66398508920287,-1366.5276057965893,325.64407203849044,2807.1972659874623,-1869.1947865385735,50.091409985843285,-393.5968004084388,942.2171781375764,-552.7693894381915,1958.1849521711806,-233.64868365576223,-1767.3705216973979,-179.40410161372634,-137.08386045279465,-569.9383782100974,-246.2218071221573,-442.275057928298,174.14635528543863,2010.94923427069,-86.7115413573054,-103.71927125245216,152.06313725979024,840.7815295039983,-568.0898062706596,-277.5176360777714,169.75078710640332,116.90083404414429,1127.6485824809588,479.6016526870897,207.1829225179062,1339.6302544690025,170.88917848930703,95.55860022594025,76.1470808501421,-5.279414869481413,27.98169324607163,239.54625930648504,-44.78213246229393,-33.013399927648365,-28.974709893417554,312.018991065192,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,62575.56108676188
Matteo Darmian,Right-Back,-1008.372595339473,-1996.166812612074,-3927.2161140107905,641.8339245790546,626.0839989797211,3262.2028866173237,-3681.924749060959,465.0427586103212,-3664.67415680223,-3758.9615914050887,639.114815529124,-597.9091584901412,246.862994548284,-2961.164263876306,3428.600812086647,532.1703658773781,-195.0245177878169,6882.746637936604,-1729.305241251392,6097.010424460419,-4476.156212139743,6322.576488456822,-924.032719763921,9540.567020144023,754.8052769337829,7498.414535248364,-1990.9205662264408,-300.8875612768952,-10.447908328437185,840.5662671220941,-1099.1274172809556,-76.21477671029366,7617.306938047955,172.6776977122357,2618.8669127272583,-1587.9172365593358,-734.5499479100312,-1751.2668900488243,-415.2132855688206,4537.556298770848,-512.7003139727473,-270.355835034649,-236.84792540330707,2695.037114046037,-567.9473955316594,-153.9577933374576,-216.5231879568022,229.5002349998976,-246.1999314167137,944.289135321962,537.5842788833768,621.4399232254189,589.9207785294234,-659.3585895908218,9.022010083419014,515.3551290356219,87.6943267698539,95.38530795424724,-151.51227066440964,-584.3533436948732,300.7947985300497,-322.13403988007155,58.466059985223474,864.4920546334514,591.3764972841207,-81.34000804624819,373.6210610449446,265.0418482469732,222.3331950897754,95.55740913761367,27.98169324607163,361.16621945894406,-44.78213246229393,-33.013399927648365,-28.974709893417554,312.018991065192,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,31491.227457491543
Mattia De Sciglio,Right-Back,-7729.390373654475,-6736.302079811705,-3927.2161140107905,-4660.7322370822885,-4546.362797946448,-2787.1247963332466,899.4930168715697,-5312.073787378053,-2616.555397825715,-3758.9615914050887,744.356623462872,-3860.7848519649096,-5117.3217714801185,-2961.164263876306,-4651.035345616721,-4583.248275927421,-4748.69361806317,-5327.20328013669,-2596.227291327549,-2103.897963370144,-2449.257595452472,-4265.142872918359,-2827.218002949666,4790.370928101191,-3091.032521583785,-8343.418888413673,-3220.7014842420335,-3174.3637714712413,-163.95179223086404,-2307.436811707709,-2445.7171331286945,-908.0446253769284,740.0191656336983,-3092.4675205347135,1089.6600025135422,-2687.465969548459,-2235.4968853906075,-2407.1335096553444,-1288.4619464867446,-2830.207449334987,-1638.2837618899282,-1995.7293502677069,2757.052680646583,-973.4697137237132,-1588.1162282578064,-1508.7029287486357,-1767.3705216973979,1456.2132448407685,-1228.2445700919866,-156.96723815589942,-1225.9794146290744,-1272.4916285848576,-1073.1769144465156,134.51670939503305,-852.5799528831008,-722.7936715405262,-684.7313991093813,1007.3062172970281,-816.2636572701275,-584.3533436948732,-387.1862614440933,-510.29184299044977,-179.13005612493993,94.71125074072778,-177.01065224830828,108.1226936224519,-234.57458662196805,-40.02799819088605,-40.80181054156449,-206.9530628836716,-73.81837170630328,93.6023071235343,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,-131947.5294958818
