Player,Position,TB,PassLive,SCA,SCA90,KP,Unnamed: 0,Att 3rd_stats_possession,1/3_stats_possession,PPA,Fld_stats_misc,Off,Succ,PrgP,GCA,Att 3rd,Starts,xA,90s_stats_possession,90s,Ast,Tkld,Pass,A-xAG,G-xG,FK,xAG,MP_stats_playing_time,onxGA,PrgC,Mn/MP,onG,onxG,onGA,GCA90,Mid 3rd,Carries,npxG+xAG,G+A,PrgR,Won%,CK,xG+/-90,Blocks_stats_defense,In,Att,+/-90,PassDead,Crs,Sh/90,Tkl+Int,SoT/90,Cmp,1/3,Tkl%,Gls,G/SoT,TotDist,npxG,xG,Def 3rd,+/-,Int_stats_misc,FK_stats_passing_types,PKwon,xG+/-,Dead,PrgDist,Def 3rd_stats_possession,G/Sh,Out,CrsPA,Sh_stats_defense,Sw,CPA,PK,npxG/Sh,PKcon,TI,Str,SoT%,Cmp%,Succ%,Tkld%,OG,Total Score
Lucas Paquetá,Attacking Midfield,10399.555044500383,6207.70585933585,4026.362356596725,-1664.636913347269,3157.008008358229,-74.27521561864891,2825.0959890861677,705.3439467313124,6425.918019783577,10207.829239952662,1299.9868435588035,-1440.5571038580704,5194.836319405141,1595.5175728927265,5658.669249993,5335.934720168444,1152.504897945763,5230.779332033285,5075.801909186231,-3937.199632983745,-299.0504379511891,4201.200482190098,-6838.843170689751,-2783.112335595209,3655.6437711458693,324.8230706259638,3290.1458408048024,5623.755617059785,-1788.937925668263,2640.579752660715,1904.3711746730492,1454.52643503755,5271.920633350249,-712.0683655438901,6680.061706571909,2819.7243295755043,745.3711373832107,-482.3562620728497,241.7447539771911,691.9335982966401,-1039.1593854976772,-1585.4797163860046,1940.9248055563617,-988.8172061546574,2526.08738464424,-1049.2381497389558,-569.897797739158,-388.74523440885565,-319.1663376402457,2751.2815930617253,-1378.9148963787627,1615.3143244030944,1828.0039541824565,471.5330753374305,333.88311742339414,1405.0700708899835,1179.0174199130397,344.6581318396763,602.070080143357,1468.991653864845,-755.8959813323946,709.6968650042857,573.3918798607835,-202.73403213634245,-637.8572360502178,238.08352891591375,547.2051708407282,658.852903955678,-109.40851550065464,-39.50947138917082,-59.24023135888992,114.63600110600268,180.07308389988347,-84.210170027443,188.46279105046574,-3.0468591991596243,234.73327761529035,12.056998396540546,-7.233502490055589,,,,,,104729.08763802848
Lukas Daschner,Attacking Midfield,-2368.408505917144,-7435.794470445286,-7267.720181610543,-6256.092285062373,-5842.107534861587,77.91539824021045,-5934.735702306894,-5701.959277408236,-6138.190347255953,-6598.83168899672,-5313.538457652972,-4251.923667811995,-5363.0679519811465,-4551.917781488072,-3968.417396098988,-6227.463928997249,-4519.279134768659,-5242.200247605409,-5086.88444610585,-2068.4563289226194,-2103.190251117245,-2987.1392816225107,944.2731074124782,-4230.59195157443,-1896.6963334351028,-2689.284562371962,-3187.4476469299707,-1729.8336370609522,-2783.5304700185757,-4293.14748205417,-3107.864190996109,-2853.058957448672,-1713.1592009190367,-1273.3256211771607,-2679.1691336518356,-2608.1567406711647,-1311.6939929792286,-1454.489651788901,-2217.1262510009824,-435.80245896730247,-760.3951271355018,-3652.960547629215,-1490.1560474477465,-527.8383662747282,-1733.4961406299417,-2080.221654047743,-569.897797739158,-616.7704241441994,-127.11677485729196,-1497.376898896951,746.2362968638012,-1215.1186708785115,-953.4496721533636,-1118.9787503125358,-564.8570548190299,-209.5279930274538,-835.6081140786087,-214.011831127533,-35.68566003219522,-655.717094706232,-303.5095031644285,-675.3353780580818,-151.37014505008722,-202.73403213634245,-275.75246086136997,-191.51622711693338,-290.67274720063807,-283.75280893558414,62.9756919118888,-39.50947138917082,-168.54263006332064,-131.54950946590472,-96.47526300380628,-97.71265751042347,-34.96368521750722,245.30601952345032,-17.31638933227552,-26.34948889699894,-7.233502490055589,,,,,,-165468.47115696204
Mario Götze,Attacking Midfield,-2368.408505917144,5639.226678928303,2044.944367437555,150.5896289587018,5113.33747427558,696.8238945995719,1936.8613070917663,-306.3355097117741,714.9596711292452,-1849.1231655979816,-353.39448174414053,-2846.240385835033,2529.73427031734,-2092.9436397357526,-1561.6457345759907,2445.0850578770205,-394.34529279453403,2118.8082569406433,2056.0322493280114,-199.71302486149423,-1587.7217330698008,1056.3018355220818,-3246.6356577194924,111.84689636323326,-1896.6963334351028,1831.8768871249274,1297.0401522710263,946.8728514389961,-172.72504109900478,1407.9171331558464,2360.0289351884276,2980.642402661241,89.44204663432728,-1722.3314256837768,3800.2983711184497,1659.1002422076472,873.9377080308631,3.7104327851759367,1047.2369797459032,-1672.6742637083996,168.81906740508347,1509.8104481246487,315.6759804491526,701.4385400717498,1153.929055356312,1044.4015499882494,-367.02657082657737,143.31354164027974,-2175.6454445421296,1075.7543004583038,-913.1283334762828,742.2098353402475,393.3594521776651,42.63100999361962,34.30306000925278,1135.9703935704104,324.87160436071247,135.15689572697278,17.460651649100736,963.108618490779,500.7331246897335,-69.38377171829606,22.57274092852177,-202.73403213634245,429.1448348395873,-50.919943324365214,180.2621819112646,214.37216129150568,678.6335755281153,-66.60759050949216,-113.89143071110529,-49.487672608602246,-41.16559362306832,-30.200220095521168,-34.96368521750722,475.919406908731,-17.31638933227552,-2.345434338536762,-7.233502490055589,,,,,,30903.5239516023
Martin Ødegaard,Attacking Midfield,16783.536819709145,11892.497663411323,8979.907329494648,6183.548431328548,10199.794085660691,838.8684675345072,12105.616976820775,11159.364996643208,17467.104160515286,-387.6743891676008,12873.656120679412,1019.3886396016142,13190.142466668542,6513.465856397365,-1561.6457345759907,4179.594855251875,8886.755851647247,4213.404172868382,4088.5695203864275,3537.7735832607564,2020.5578932623118,-3436.410516860799,-253.12939691094175,-5436.824964890447,879.4737188553829,3715.6941577486305,1297.0401522710263,-994.4747116488786,4427.265476521192,3565.0767172893666,4638.317737765317,3522.1674234309367,-1037.1837330865253,1757.463559242499,-879.3170489934231,4085.066379713393,1838.1869878882565,489.77712764320154,2276.67248223499,1989.4363738583793,1934.326037032195,2472.9237450226988,-1670.7392502374364,3467.3115793513252,2483.9966383470646,2088.831400194629,1053.0720175614874,1473.4604817631182,-111.11264462537916,-480.0924712448734,-214.44848912256313,1826.4338524961597,1710.8901172841063,-1404.913460541743,-265.2769974048886,-824.6129697579061,1163.118281068442,309.7412591542258,362.91167757752504,52.51915481746032,1254.7105883030104,-415.64183248388787,457.42995587504424,-202.73403213634245,854.0144377278355,402.1125266739099,499.453769736547,-42.353784902456006,-183.28746153460182,-120.80382875013483,104.71336669775616,-131.54950946590472,-68.8204283134373,131.82962970024434,76.74955291647926,-3.0468591991596243,-17.31638933227552,21.658620219925417,-7.233502490055589,,,,,,194666.75046744818
Mason Mount,Attacking Midfield,-6198.797571042402,-7720.034060649058,-7465.86198052646,-2465.472152599903,-6233.373428045056,930.1828358498228,-7282.402116367366,-6376.412248370294,-6138.190347255953,-5868.107300781529,-5313.538457652972,-6009.027770283199,-5363.0679519811465,-5781.404852364231,-5171.803226860487,-5649.293996538965,-5034.8958650154245,-6139.884211574439,-5957.9718479880285,-3937.199632983745,-3907.330064283302,-3436.410516860799,-552.4800229917968,-1818.125924942395,-1896.6963334351028,-3631.1931976838137,-5180.553335463746,-4288.882697494968,-3280.826742193732,-4447.230309492278,-4247.008592284554,-3443.813525561068,-3290.4352925282305,-3742.8575459635504,-1959.2282997884708,-2843.772156903737,-2404.509843484275,-2426.623041504952,-2683.4638553933946,-1005.7335846813372,-1132.080804951736,57.60516677494731,-1490.1560474477465,-681.497979568038,-1885.0228272997742,-2057.10871486614,-569.897797739158,-1072.820803614887,-351.174598104071,-1198.17559664634,76.66811269148666,-1236.5884533964504,-1012.0065906025387,2026.3030622087456,-864.4371122331713,-1170.5982691687855,-871.8140738237312,-633.0143033529399,-567.1487768451556,-453.3638805566056,-202.97917468265825,-502.2063476752859,-209.3511070429569,-202.73403213634245,23.587486628077624,-269.6252736683601,-338.63637675417124,-302.91146163662603,-257.166407568549,-120.80382875013483,-113.89143071110529,-49.487672608602246,-96.47526300380628,-97.71265751042347,-34.96368521750722,67.91110615015751,-17.31638933227552,-31.150299808691376,-7.233502490055589,,,,,,-187513.20767232776
Merlin Röhl,Attacking Midfield,-6198.797571042402,-4309.158978203775,-4493.734996787705,-5241.700982009036,-5059.575748494646,1538.9452912852603,-3943.8648633539256,-3004.147393560005,-5376.729234102042,-753.036583275196,-3660.1571323500284,-1791.9779243523112,-4235.524777367077,-2092.9436397357526,-2765.031565337489,-1602.1044693309723,-2714.620578904979,-1950.6923797189622,-1892.897305871196,-2068.4563289226194,1505.0893752148672,-2987.1392816225107,-1749.8825273152165,-2059.3725276055984,-1896.6963334351028,-993.8490188106282,-2190.8948026630824,-1935.7341361763326,-1415.9657215368957,21.171686212869467,-1740.8909094499752,-1671.54982122388,-586.5334211981842,-375.31401216392817,200.59420180162442,-1840.2250136909283,-1440.2605636268809,-1940.5563466469266,-606.1417994635584,-1042.1121671737224,-1410.8450633139114,-45.19264769732331,-1309.5728446580567,-1142.476819447967,-1367.306647844513,-746.5364109746538,-975.6402515643194,-958.8082087472151,-1039.3521980763214,-480.0924712448734,-913.1283334762828,-914.5417156273675,-748.5004575812505,2431.377235033456,-864.4371122331713,-1170.5982691687855,-661.3472556531707,-598.0974306674893,-540.5756210045076,-352.18727348179243,-253.24433892354338,-242.512802101092,-354.30351202513106,-202.73403213634245,-5.380895387030204,-324.30160625435883,-288.5504627071189,-218.61338975204163,-257.166407568549,-120.80382875013483,-59.24023135888992,-49.487672608602246,-96.47526300380628,-3.1952451295602504,-34.96368521750722,-74.00482454847676,-17.31638933227552,-26.34948889699894,-7.233502490055589,,,,,,-102806.20767762986
Mert Kömür,Attacking Midfield,-6198.797571042402,-7151.554880241512,-6078.869388115041,3407.3196019194174,-5450.841641678116,1549.0913322091842,-6332.909870097488,-5364.732791927207,-6138.190347255953,-4772.020718458743,-3660.1571323500284,-3197.6612063292737,-5978.091501770639,-4551.917781488072,-3968.417396098988,-7383.8037939138185,-4519.279134768659,-5601.27383319302,-5435.31940685872,-2068.4563289226194,-2876.3930281884122,-3885.6817520990867,2141.675611735898,1318.0799096792507,-1896.6963334351028,-3442.8114706214433,-3187.4476469299707,-2965.2366317532355,-2534.8823339309974,-4755.395964368496,-3791.3508317691762,-3714.576035945917,-2839.7849806398895,-936.5712677971984,-3399.109967515201,-2634.3362313636726,-2533.076414131927,-1454.489651788901,-1793.1829742806076,1940.9315972018658,-760.3951271355018,-3737.406563363426,-1490.1560474477465,-527.8383662747282,-1817.677633224293,-1578.670873806959,-367.02657082657737,-996.8124070364389,-127.11677485729196,-1377.6963779967066,1124.687879222066,-1222.2752650511577,-1158.3988867254766,537.0597797649573,-564.8570548190299,-209.5279930274538,-866.9341401189538,-737.7649214092917,-646.8682443670997,-554.5404876314188,-202.97917468265825,-415.64183248388787,-354.30351202513106,-202.73403213634245,-241.95601517707743,-261.8143690132174,-330.14723878009454,-256.93069515412543,87.60200725653789,-39.50947138917082,-113.89143071110529,32.574164248700214,-96.47526300380628,-70.70768254446256,-34.96368521750722,-74.00482454847676,-17.31638933227552,-26.34948889699894,-7.233502490055589,,,,,,-151843.21870053757
Mikkel Damsgaard,Attacking Midfield,20613.925884834403,13313.695614430191,11357.608916485653,3567.4866497699404,13329.921231128452,1731.7200688398157,9165.25389159793,4752.061772503659,15563.451377630507,708.4121931551849,6260.130819467635,9453.48833146339,13497.654241563288,16349.362423406643,22506.07088065398,7648.614450001583,9402.372581894013,7504.912040754829,7282.556660621081,14750.23340762751,3051.4949293572013,8244.64159933469,8128.688133353001,-1576.879322279191,2267.558745000626,9743.909423744482,5283.251529338579,5917.899187224614,3556.9970002146683,2794.6625800988236,5777.462139053763,5860.570922209171,3243.9942298527144,4114.744032902235,4520.2392049818145,3910.5364417633396,3380.9858356600867,3406.1772967913553,1640.7575671544278,-314.5405173260184,2863.5402315727806,479.21170050125454,3385.5904278738813,5003.907712284423,2850.186131132493,769.1843230510302,1255.9432444740683,2917.6200167536285,-1071.360458540147,3888.246541614047,-1000.4633140204978,1668.9887806979414,2764.914649369259,-5.024775044581864,-265.2769974048886,-55.75674884484079,1333.2862918705187,30.406277670621115,-62.25881587284327,1974.8746892389108,550.9982889306186,1229.0839561526734,283.4870698964353,-202.73403213634245,178.08552404198605,542.7088104664781,885.921776006387,658.852903955678,-84.78220015600556,-120.80382875013483,651.2253602199098,32.574164248700214,41.798910448038605,-3.1952451295602504,-34.96368521750722,-20.78635053648892,-17.31638933227552,7.256187484848109,-7.233502490055589,,,,,,325008.0220227405
Morgan Gibbs-White,Attacking Midfield,12953.147754583888,13882.174794837738,9772.474525158315,3086.9855062183633,9025.996406110282,1904.2027645465228,7511.299656160078,7112.647170870861,6806.648576360532,4362.034134231137,6260.130819467635,3830.755203555539,7449.922668633279,13890.388281654323,2048.511757708505,7648.614450001583,5535.247105043271,6607.228076785797,6411.469258738903,9144.003495444133,3309.2291883809235,-1190.0543406693585,7829.337507272143,1800.5731150056577,2267.558745000626,4280.8393389357425,3290.1458408048024,3388.264483807081,3805.645136302246,3719.159544727475,5321.804378538384,3005.2571763325905,1666.718138243521,3665.738228395619,2720.387120323402,2854.6303171655145,2545.303126450346,3406.1772967913553,1598.3632394823903,934.4574815792083,-1317.923643859853,158.48169648690714,-45.49042513022721,-1142.476819447967,1949.4441603729329,1149.90632174185,-975.6402515643194,-46.70744980584004,144.9534390852254,1494.636123609159,134.89143305429667,1325.4722604109197,1974.3962503053945,537.0597797649573,633.4631748375355,21.128873246465808,848.7561001510084,589.0762406378304,362.91167757752504,659.5787972663394,802.3241101350442,796.2613801956835,-238.3415880393917,951.9684987271735,33.2436139664469,-238.3816550477894,405.43656667364803,210.5404307512973,13.72306122259067,-120.80382875013483,214.0157654021869,196.69783796330518,180.07308389988347,50.81470480236158,-34.96368521750722,-20.78635053648892,-17.31638933227552,-26.34948889699894,-7.233502490055589,,,,,,217070.25777314947
Morgan Rogers,Attacking Midfield,14229.94410962564,9334.341351577361,7989.198334915064,-1237.5247857458635,7852.198726559871,1924.4948463943708,6163.633242099607,11833.817967605264,10613.954142130086,8381.018269414684,2953.368168861748,13319.117356900037,3862.2852948612403,7742.952927273525,5658.669249993,9383.124247376436,4504.013644549739,8701.823992713536,8444.006529797318,7275.260191383007,11556.725477140037,2404.115541236946,-253.12939691094175,5178.025552290508,-1896.6963334351028,7483.328698996038,4784.975107205135,5594.341260043301,8032.663449791075,4181.4080270418,5093.975498280695,5885.185695880521,4145.294853629396,634.9490479759588,920.5350356649894,2060.5190994927707,4666.651542136611,4378.310686507406,3294.1363463638895,-2048.5862827963806,-1410.8450633139114,574.7451300013502,1579.758399976982,-1142.476819447967,800.3667864600359,305.54729036438397,-975.6402515643194,-692.7788207226473,-175.1291655530304,477.3516959570818,-127.11350857834842,402.27161213954895,598.3086667497782,203.46928449754856,1532.2033470799595,751.5422831138778,156.43518293775077,1147.7462036050395,788.0821710278932,356.04897604189983,199.14213924442274,-242.512802101092,-296.32255003226135,951.9684987271735,236.0222880722017,19.37819857191886,176.65429827228203,252.6894666935895,161.48095329048508,-120.80382875013483,-59.24023135888992,278.75967482060764,14.14407575766963,280.3569920130294,-34.96368521750722,32.43212347549892,-17.31638933227552,2.4553765731556734,-7.233502490055589,,,,,,232003.41121182306
Nabil Fekir,Attacking Midfield,-4922.001216000649,-6867.315290037738,-6871.436583778708,14138.511807904717,-5842.107534861587,2107.123583025002,-7068.0006414032,-6713.638733851322,-4234.537564371176,-4772.020718458743,-5313.538457652972,-6009.027770283199,-5465.571876946062,-4551.917781488072,-3968.417396098988,-6805.633861455534,-3230.2373091517447,-6798.185785151729,-6596.769276034958,-2068.4563289226194,-3649.5958052595793,-4334.952987337375,1542.9743595741884,-1818.125924942395,-1896.6963334351028,-3066.0480164967025,-9166.7647125313,-4935.998551857592,-2659.206401974787,5105.904991670452,-4019.179712026865,-3739.1908096172665,-3966.4107603607417,1869.7150103691536,-3039.1395505835185,-2992.122604161282,-2211.659987512796,-1940.5563466469266,-2259.52057867302,-4473.825115622062,-667.4737076814433,1673.1703018928163,-2031.905655816816,-681.497979568038,-1994.4587676724311,69.28168984133163,-569.897797739158,-958.8082087472151,2673.606015727447,-1557.217159347073,-330.89512984818316,-1308.1543951229132,-1070.563509051714,537.0597797649573,-864.4371122331713,-1170.5982691687855,-911.0109606782336,-633.0143033529399,-567.1487768451556,-655.717094706232,-1.918517719117753,-675.3353780580818,-267.3320690358265,-202.73403213634245,81.52425065829328,-246.19255970293207,-320.5969585592583,-371.8826113603769,-257.166407568549,-39.50947138917082,-59.24023135888992,-131.54950946590472,-68.8204283134373,-84.210170027443,-34.96368521750722,-3.0468591991596243,-17.31638933227552,-31.150299808691376,-7.233502490055589,,,,,,-147261.93444288248
Nicolas Pays,Attacking Midfield,-4922.001216000649,-8004.273650852833,-7664.003779442376,-4227.309678955699,-7407.171107595466,2462.2350153623406,-5659.076663067252,-3341.373879041034,-5376.729234102042,-6233.469494889125,-5313.538457652972,-4251.923667811995,-5568.075801910977,-5781.404852364231,-1561.6457345759907,-6805.633861455534,-4777.087499892042,-6139.884211574439,-5957.9718479880285,-3937.199632983745,-2103.190251117245,-4784.224222575663,-253.12939691094175,-3024.3589382584123,-1896.6963334351028,-3819.574924746184,-6675.382601864079,-3700.595557165309,-2161.9101297996303,-2598.236380234976,-4247.008592284554,-3566.8873939178175,-2839.7849806398895,-3742.8575459635504,-2679.1691336518356,-2677.9687158511856,-2147.37670218897,-2426.623041504952,-1496.4226805763453,2268.338839633333,-1317.923643859853,-2180.0196741085283,-2212.4888586065063,-1142.476819447967,-1855.5593048917513,-3120.3039172198746,-975.6402515643194,-882.7998121687671,1681.3499413488535,-1138.3353361962177,-854.9050131134729,-1233.0101563101273,-1070.563509051714,114.11468755092122,-864.4371122331713,-1170.5982691687855,-869.2953983632011,-458.42993992568705,-434.2829976419156,-554.5404876314188,-303.5095031644285,-415.64183248388787,-354.30351202513106,-202.73403213634245,-97.11410510153834,-277.43617832350276,-338.63637675417124,-322.070114337668,-257.166407568549,-93.70570962981351,-59.24023135888992,-131.54950946590472,-96.47526300380628,-70.70768254446256,-34.96368521750722,50.17161481282822,-17.31638933227552,-11.947056161921633,-7.233502490055589,,,,,,-178622.3232887379
Nicolas Viola,Attacking Midfield,-1091.612150875391,-1751.0026663698127,1252.377171773887,5489.491223976265,1200.6785424408777,2492.6731381341124,-1738.592549436791,-2666.920908078976,-2711.6153380633536,2900.5853578007564,-2006.7758070470848,-2494.8195653407925,-1980.438428138938,-863.4565688595928,-3968.417396098988,710.5752605021665,1152.504897945763,-753.7804277602545,-731.4474366949585,-2068.4563289226194,-814.5189559986337,-3436.410516860799,-2348.583779476927,2041.8197176688614,2267.558745000626,-617.0855646858876,1297.0401522710263,5.613426911542148,-1415.9657215368957,-1519.656588168216,-1513.062029192286,-760.8031953839355,89.44204663432728,-38.55965878396564,-879.3170489934231,-1054.8402929156869,-476.01128376948776,-482.3562620728497,-139.80419507114618,1589.2719664421422,2120.1688759403123,-701.3380023974315,-1670.7392502374364,1469.7366065382985,-613.8822891250679,-884.079297393217,2878.913059774714,1245.4352920277743,913.1516902170395,-779.2937734954844,367.78471450553644,-610.3864632899003,-250.76665076326165,-1780.2027677175777,34.30306000925278,98.0144953377724,-339.1142139215795,-144.1780857566318,-195.12459507608335,-149.83405933216605,-353.77466740531366,-502.2063476752859,399.4489938821746,-202.73403213634245,-150.22280546256937,261.5162428813418,-6.4988535184219005,-187.95954543037456,-10.903254122058378,421.158553656292,-59.24023135888992,-131.54950946590472,-68.8204283134373,-43.702707578501624,-34.96368521750722,-56.26533321114747,-17.31638933227552,-11.947056161921633,-7.233502490055589,,,,,,-17589.325229710677
Nicolò Zaniolo,Attacking Midfield,-4922.001216000649,-5730.356929222644,-5088.160393535456,-2171.832564873936,-4668.309855311176,2594.1335473733516,-4587.069288246423,-4690.279820965149,-4615.268120948131,2900.5853578007564,-5313.538457652972,-2494.8195653407925,-4748.044402191655,-2092.9436397357526,-5171.803226860487,-6227.463928997249,-3065.837771971617,-5930.424619981664,-5754.718120882186,-199.71302486149423,-1072.253215022356,-4784.224222575663,5000.6910115516,1730.6465635090772,-508.61130728985995,-2757.5388113076033,-197.78911412930617,-3759.424271198275,-2286.234197843419,1716.0827880320637,-1285.233148934597,-1646.9350475525296,-3290.4352925282305,522.6975968493047,-3039.1395505835185,-2006.0284547434794,-1561.3739997442349,-482.3562620728497,-987.6907485118958,3335.443926076634,-1410.8450633139114,4570.472889345156,-2031.905655816816,-1142.476819447967,-1691.4053943327658,4368.288377619481,-975.6402515643194,-1034.816605325663,1257.240490203165,-1557.217159347073,1212.022859766281,-1122.0829466341097,-982.7281313779512,-2441.42678512262,-265.2769974048886,-209.5279930274538,-796.2697798703447,-336.9799479762937,-341.85462950053113,-655.717094706232,450.4679604488483,-588.7708628666837,-296.32255003226135,-202.73403213634245,293.9590521024174,-293.0579876337881,-319.6465441991171,-333.56530595829315,-35.529569466707464,-120.80382875013483,-168.54263006332064,-49.487672608602246,-68.8204283134373,-30.200220095521168,-34.96368521750722,-38.525841873818194,-17.31638933227552,-31.150299808691376,-7.233502490055589,,,,,,-96817.9627765546
Nikola Vlašić,Attacking Midfield,-2368.408505917144,3365.309957298113,1450.518970689804,-2999.36231210166,418.1467560739371,2695.5939566125912,1906.2325249540286,3065.929345098514,1476.420784283156,-22.312195060005532,-353.39448174414053,1722.2302805900954,1812.2067955629323,4054.4917146450457,4455.283419231502,3023.254990335305,-652.1536579179153,3614.948196889028,3507.844585798309,3537.7735832607564,474.1523391199779,-1190.0543406693585,6033.233750787013,4213.039141637694,-1896.6963334351028,-240.32211056114693,2293.592996537914,2064.618418065348,1940.7841156454099,2024.2484429082806,1220.8845338999822,-883.8770637406847,1216.0678263551797,859.4519502292665,1640.4758695283545,742.8180679698656,-797.427710388619,1461.910517359253,962.4483244018282,1455.8838306367295,-1410.8450633139114,-1454.7524060943379,-226.0736279199171,-1142.476819447967,366.8320995991262,69.28168984133163,-975.6402515643194,-616.7704241441994,-1023.3480678444084,716.7127377575706,-447.3417705738031,266.29632285926954,12.739482258026584,-100.33634512098442,333.88311742339414,98.0144953377724,72.0595550099868,-388.5961945547859,-168.5514392354353,254.8723689670867,-1.918517719117753,103.74525866449986,-354.30351202513106,-202.73403213634245,-512.3275806514172,-300.8688922889308,8.144909486860337,-19.363401661205707,62.9756919118888,-120.80382875013483,-4.589032006674562,114.63600110600268,-41.16559362306832,23.809729836400667,76.74955291647926,-74.00482454847676,-17.31638933227552,-11.947056161921633,-7.233502490055589,,,,,,50263.23171463631
Oihan Sancet,Attacking Midfield,185.18420416636152,-329.80471535094426,-1125.3244152171164,-3586.6414875535916,-1538.182709843414,2827.492488623603,374.79341806712955,3403.155830579543,-1188.693111755532,-753.036583275196,-2006.7758070470848,667.9678191073733,1812.2067955629323,2825.004643768886,-3968.417396098988,1866.9151254187357,-2199.0038486582134,1161.2786953736786,1126.8723539870225,-2068.4563289226194,-41.31617892746675,-1190.0543406693585,-1151.1812751535067,10967.94401620739,-1896.6963334351028,-1370.6124729353692,798.763730137582,-1406.2757098796394,1443.4878434702534,945.6686508415207,2587.857815446116,1454.52643503755,-1262.5088890306959,1420.7092058625374,-2319.1987167201532,-164.7376093704133,2288.1699851550397,4378.310686507406,1386.391601122203,982.9622582357217,-1410.8450633139114,1978.7450301635304,-767.8232362889869,-1142.476819447967,-293.9926172665325,1900.3400938949878,-975.6402515643194,-692.7788207226473,1361.267336710598,-839.1340339456067,1270.246180129091,-123.73805954995301,481.19482985142787,-457.7547329074937,3030.1036341506665,1481.9556929812898,-116.99852174606647,1496.9149304595453,1478.984222884742,-149.83405933216605,852.5892743759293,-242.512802101092,-296.32255003226135,-202.73403213634245,516.0499808849107,-207.1380364272187,-83.5377806331676,-184.12781489016618,407.7441067369757,-120.80382875013483,-113.89143071110529,-131.54950946590472,14.14407575766963,-30.200220095521168,188.46279105046574,121.12958016214536,-17.31638933227552,-16.74786707361407,-7.233502490055589,,,,,,23293.485452803645
Omari Hutchinson,Attacking Midfield,-1091.612150875391,3649.549547501887,3431.936959848974,-4067.142631105173,809.4126492574073,2969.5370615585384,5489.800035069372,3740.382316060572,1095.6902277062006,5823.482910661518,6260.130819467635,9804.90915195763,582.1596959839471,1595.5175728927265,3251.8975884700035,7070.4445175432975,-1167.7703881646821,6786.764869579604,6585.686739115338,-199.71302486149423,9237.117145926537,5099.742952666675,-1450.5319012343618,1559.326512342454,3655.6437711458693,701.5865247507048,3290.1458408048024,8123.9759634608345,5048.885816740138,3873.242372165583,765.2267733846043,962.2309616105531,7750.497348736124,-1048.8227189238526,-159.3762151300581,2008.1601181077547,102.53828414494825,3.7104327851759367,2531.0384482672143,-1878.819564498583,-1317.923643859853,-2582.610961269911,1940.9248055563617,-988.8172061546574,783.5304879411657,-1998.9988556281826,-975.6402515643194,789.384912557087,-591.236551582763,656.8724773074484,105.77977287289167,531.0903072471821,42.01794148261416,-719.8615506176003,34.30306000925278,-440.18485930137336,360.44789524070256,-74.34434038573072,-141.97828339478738,659.5787972663394,-1560.1386091865568,190.30977385589782,-354.30351202513106,-202.73403213634245,-1144.803921314605,152.1635777093443,-59.98042275510491,260.3529277740063,-60.15588481135651,-120.80382875013483,323.3181641066176,-49.487672608602246,-41.16559362306832,293.8594794960099,-34.96368521750722,-74.00482454847676,-17.31638933227552,-7.146245250229198,-7.233502490055589,,,,,,106154.68308753533
Pablo Fornals,Attacking Midfield,2738.7769142498664,7913.1434005584915,4620.787753344475,7091.161702481532,2765.7421151747585,3091.289552645626,1079.2554072351031,30.89097576925475,4522.265236898799,-3310.5719420283626,-353.39448174414053,-3900.502847317755,4784.8206195454795,1595.5175728927265,-3968.417396098988,1288.745192960451,894.69653282238,921.8963049819367,894.5823801517747,-3937.199632983745,-1072.253215022356,2853.386776475234,-6539.492544608898,-1335.632719615988,-1896.6963334351028,136.44134356359413,-696.0655362627502,-259.115786236805,-1042.9935174055286,2178.3312703463894,-601.74650816153,740.6979985684048,-1262.5088890306959,747.2004991026129,-1239.2874659251056,838.8095338423951,-604.57785441714,-1940.5563466469266,-139.80419507114618,1771.1648789040682,726.3475841294346,761.6310227522442,1038.0087916079121,-66.85952639479893,918.220876092128,401.08421943494716,38.71588299858406,409.34292966484736,-1007.3439376124958,237.990654156593,-1204.2449352903327,620.5477344052606,861.8147997710664,-737.7324700069256,-564.8570548190299,98.0144953377724,479.1404763181914,-353.6793218693353,-354.5635301199715,153.6957618922735,148.8769750035376,796.2613801956835,51.5632219249566,-202.73403213634245,187.74165138035534,27.189103227061533,355.7751095252996,45.77601752233681,-109.40851550065464,41.7848859717932,268.6669647544023,-49.487672608602246,124.76341451914554,-43.702707578501624,-34.96368521750722,-38.525841873818194,-17.31638933227552,12.056998396540546,-7.233502490055589,,,,,,23411.144578634106
